run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m2e-smoke-005-ssb-narrow-1k9-awgn-snr-0db-seed-1,1,ssb_narrow_1k9,awgn,97ec0b09941f5951,N/A,dummy.metric,0.162606,true
