run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m2e-smoke-009-freedv700e-emulated-identity-seed-1,1,freedv700e_emulated,identity,aeea15f33810ce1f,N/A,dummy.metric,0.127583,true
