run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m2e-smoke-000-ssb-standard-3k-identity-seed-1,1,ssb_standard_3k,identity,fb86ac406dc2d66f,N/A,dummy.metric,0.120737,true
