run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m2e-smoke-010-freedv700e-emulated-awgn-snr-6db-seed-1,1,freedv700e_emulated,awgn,26dd0fcb7a095562,N/A,dummy.metric,0.136224,true
