run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m3-channel-impairment-smoke-003-ssb-standard-3k-awgn-snr-6db-fo-50hz-fading-weak-seed-70051,70051,ssb_standard_3k,awgn|frequency_offset|simple_gain_fading,26aa784963565ac5,N/A,dummy.metric,0.133529,true
