run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m3-channel-impairment-smoke-011-freedv700d-emulated-awgn-snr-6db-fo-50hz-fading-weak-seed-70051,70051,freedv700d_emulated,awgn|frequency_offset|simple_gain_fading,c1791b11cc5fc68c,N/A,dummy.metric,0.141924,true
