run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m3-channel-impairment-smoke-019-freedv700d-official-awgn-snr-6db-fo-50hz-fading-weak-seed-70051,70051,freedv700d_official,awgn|frequency_offset|simple_gain_fading,88a637f4dcc94d66,N/A,dummy.metric,0.158408,true
