run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m3-channel-impairment-smoke-023-freedv700e-official-awgn-snr-6db-fo-50hz-fading-weak-seed-70051,70051,freedv700e_official,awgn|frequency_offset|simple_gain_fading,70bae66cd3a06910,N/A,dummy.metric,0.158149,true
