run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m3-channel-impairment-smoke-027-freedv700f-a-balanced-awgn-snr-6db-fo-50hz-fading-weak-seed-70051,70051,freedv700f_a_balanced,awgn|frequency_offset|simple_gain_fading,855cebfaf3f849cc,N/A,dummy.metric,0.512243,true
