run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m2f-codec2-off-008-freedv700d-emulated-awgn-snr-0db-seed-1,1,freedv700d_emulated,awgn,8c0e56c521c4ea4d,N/A,dummy.metric,0.146852,true
