run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m2f-codec2-off-000-ssb-standard-3k-identity-seed-1,1,ssb_standard_3k,identity,adea1af38c257dbd,N/A,dummy.metric,0.120737,true
