run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
issue0039-m2g-smoke-009-freedv700e-emulated-identity-seed-1,1,freedv700e_emulated,identity,b467f2ea1f07f857,N/A,dummy.metric,0.127583,true
