run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m2h-700f-qpsk-smoke-codec2-on-018-freedv700f-a-balanced-identity-seed-1,1,freedv700f_a_balanced,identity,e055c20f5afd1d9b,N/A,dummy.metric,8.65012e-06,true
