run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m2h-700f-qpsk-smoke-codec2-on-008-freedv700d-emulated-awgn-snr-0db-seed-1,1,freedv700d_emulated,awgn,c698e2463fad5edd,N/A,dummy.metric,0.146852,true
