run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m2h-700f-qpsk-smoke-codec2-on-012-freedv700d-official-identity-seed-1,1,freedv700d_official,identity,1cc9d5d0f8bccc28,N/A,dummy.metric,0.150985,true
