run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m2f-codec2-on-011-freedv700e-emulated-awgn-snr-0db-seed-1,1,freedv700e_emulated,awgn,be2118f28ec26919,N/A,dummy.metric,0.146852,true
