run_id,seed,mode_id,channels,digest,audio_export_path,metric_id,metric_value,ok
m2f-codec2-on-017-freedv700e-official-awgn-snr-0db-seed-1,1,freedv700e_official,awgn,e4842a10dfb4a22b,N/A,dummy.metric,0.164403,true
